Record Length,Analog:7000
Sample Interval,CH:0.0000040000000
Vertical Units,CH1:V CH2:V CH4:V,,,
Vertical Scale,CH1:+1.000000E+00 CH2:+5.000000E-02 CH4:+1.000000E-01,,,
Vertical Offset,CH1:-4.000000E+00 CH2:+1.710000E-01 CH4:-2.000000E+00,,,
Horizontal Units,us,,,
Horizontal Scale,2000.0000000000,,,
Model Number,SDS1204X-E,,,
Serial Number,SDSMMEBQ4R4722,,,
Software Version,8.1.6.1.35R2,,,
Source,CH1,CH2,CH4
Second,Volt,Volt,Volt
+2.539600E-02,+4.960000E+00,-4.300000E-02,+2.340000E+00
+2.540000E-02,+4.960000E+00,-4.300000E-02,+2.340000E+00
+2.540400E-02,+4.960000E+00,-4.300000E-02,+2.340000E+00
+2.540800E-02,+5.000000E+00,-4.500000E-02,+2.340000E+00
+2.541200E-02,+5.000000E+00,-4.300000E-02,+2.340000E+00
+2.541600E-02,+5.000000E+00,-4.300000E-02,+2.340000E+00
+2.542000E-02,+5.040000E+00,-4.500000E-02,+2.340000E+00
+2.542400E-02,+5.040000E+00,-4.500000E-02,+2.340000E+00
+2.542800E-02,+5.080000E+00,-4.500000E-02,+2.336000E+00
+2.543200E-02,+5.080000E+00,-4.500000E-02,+2.336000E+00
+2.543600E-02,+5.080000E+00,-4.700000E-02,+2.336000E+00
+2.544000E-02,+5.080000E+00,-4.500000E-02,+2.336000E+00
+2.544400E-02,+5.120000E+00,-4.500000E-02,+2.336000E+00
+2.544800E-02,+5.120000E+00,-4.500000E-02,+2.336000E+00
+2.545200E-02,+5.160000E+00,-4.500000E-02,+2.336000E+00
+2.545600E-02,+5.160000E+00,-4.500000E-02,+2.336000E+00
+2.546000E-02,+5.120000E+00,-4.500000E-02,+2.336000E+00
+2.546400E-02,+5.160000E+00,-4.700000E-02,+2.336000E+00
+2.546800E-02,+5.200000E+00,-4.700000E-02,+2.336000E+00
+2.547200E-02,+5.200000E+00,-4.700000E-02,+2.336000E+00
+2.547600E-02,+5.200000E+00,-4.700000E-02,+2.336000E+00
+2.548000E-02,+5.240000E+00,-4.899999E-02,+2.336000E+00
+2.548400E-02,+5.240000E+00,-4.700000E-02,+2.336000E+00
+2.548800E-02,+5.240000E+00,-4.700000E-02,+2.336000E+00
+2.549200E-02,+5.240000E+00,-4.899999E-02,+2.336000E+00
+2.549600E-02,+5.200000E+00,-4.899999E-02,+2.332000E+00
+2.550000E-02,+5.240000E+00,-5.100000E-02,+2.332000E+00
+2.550400E-02,+5.280000E+00,-4.899999E-02,+2.332000E+00
+2.550800E-02,+5.240000E+00,-4.899999E-02,+2.332000E+00
+2.551200E-02,+5.280000E+00,-4.899999E-02,+2.332000E+00
+2.551600E-02,+5.280000E+00,-4.899999E-02,+2.332000E+00
+2.552000E-02,+5.280000E+00,-4.899999E-02,+2.332000E+00
+2.552400E-02,+5.280000E+00,-5.100000E-02,+2.332000E+00
+2.552800E-02,+5.280000E+00,-4.899999E-02,+2.332000E+00
+2.553200E-02,+5.280000E+00,-5.100000E-02,+2.332000E+00
+2.553600E-02,+5.320000E+00,-5.300000E-02,+2.332000E+00
+2.554000E-02,+5.320000E+00,-5.100000E-02,+2.332000E+00
+2.554400E-02,+5.320000E+00,-5.100000E-02,+2.332000E+00
+2.554800E-02,+5.280000E+00,-5.100000E-02,+2.332000E+00
+2.555200E-02,+5.320000E+00,-5.300000E-02,+2.332000E+00
+2.555600E-02,+5.320000E+00,-5.300000E-02,+2.332000E+00
+2.556000E-02,+5.320000E+00,-5.500000E-02,+2.328000E+00
+2.556400E-02,+5.320000E+00,-5.300000E-02,+2.328000E+00
+2.556800E-02,+5.320000E+00,-5.500000E-02,+2.328000E+00
+2.557200E-02,+5.320000E+00,-5.300000E-02,+2.328000E+00
+2.557600E-02,+5.320000E+00,-5.300000E-02,+2.328000E+00
+2.558000E-02,+5.320000E+00,-5.300000E-02,+2.328000E+00
+2.558400E-02,+5.320000E+00,-5.500000E-02,+2.328000E+00
+2.558800E-02,+5.320000E+00,-5.500000E-02,+2.328000E+00
+2.559200E-02,+5.320000E+00,-5.500000E-02,+2.328000E+00
+2.559600E-02,+5.320000E+00,-5.500000E-02,+2.328000E+00
+2.560000E-02,+5.320000E+00,-5.700000E-02,+2.328000E+00
+2.560400E-02,+5.320000E+00,-5.700000E-02,+2.328000E+00
+2.560800E-02,+5.320000E+00,-5.700000E-02,+2.328000E+00
+2.561200E-02,+5.320000E+00,-5.700000E-02,+2.328000E+00
+2.561600E-02,+5.320000E+00,-5.700000E-02,+2.324000E+00
+2.562000E-02,+5.320000E+00,-5.700000E-02,+2.324000E+00
+2.562400E-02,+5.320000E+00,-5.700000E-02,+2.324000E+00
+2.562800E-02,+5.320000E+00,-5.900000E-02,+2.324000E+00
+2.563200E-02,+5.280000E+00,-5.900000E-02,+2.324000E+00
+2.563600E-02,+5.280000E+00,-5.900000E-02,+2.324000E+00
+2.564000E-02,+5.280000E+00,-6.100000E-02,+2.324000E+00
+2.564400E-02,+5.280000E+00,-5.900000E-02,+2.324000E+00
+2.564800E-02,+5.280000E+00,-6.100000E-02,+2.324000E+00
+2.565200E-02,+5.280000E+00,-6.300000E-02,+2.324000E+00
+2.565600E-02,+5.280000E+00,-6.100000E-02,+2.320000E+00
+2.566000E-02,+5.280000E+00,-6.100000E-02,+2.324000E+00
+2.566400E-02,+5.240000E+00,-6.100000E-02,+2.320000E+00
+2.566800E-02,+5.280000E+00,-6.100000E-02,+2.320000E+00
+2.567200E-02,+5.240000E+00,-6.100000E-02,+2.320000E+00
+2.567600E-02,+5.240000E+00,-6.300000E-02,+2.320000E+00
+2.568000E-02,+5.240000E+00,-6.300000E-02,+2.320000E+00
+2.568400E-02,+5.240000E+00,-6.300000E-02,+2.320000E+00
+2.568800E-02,+5.160000E+00,-6.300000E-02,+2.320000E+00
+2.569200E-02,+5.200000E+00,-6.500000E-02,+2.320000E+00
+2.569600E-02,+5.200000E+00,-6.700000E-02,+2.320000E+00
+2.570000E-02,+5.160000E+00,-6.700000E-02,+2.320000E+00
+2.570400E-02,+5.160000E+00,-6.500000E-02,+2.316000E+00
+2.570800E-02,+5.160000E+00,-6.700000E-02,+2.316000E+00
+2.571200E-02,+5.160000E+00,-6.700000E-02,+2.316000E+00
+2.571600E-02,+5.120000E+00,-6.900000E-02,+2.316000E+00
+2.572000E-02,+5.080000E+00,-6.700000E-02,+2.316000E+00
+2.572400E-02,+5.120000E+00,-6.700000E-02,+2.316000E+00
+2.572800E-02,+5.080000E+00,-6.700000E-02,+2.316000E+00
+2.573200E-02,+5.080000E+00,-6.700000E-02,+2.316000E+00
+2.573600E-02,+5.080000E+00,-6.900000E-02,+2.316000E+00
+2.574000E-02,+5.000000E+00,-6.900000E-02,+2.316000E+00
+2.574400E-02,+5.000000E+00,-6.900000E-02,+2.316000E+00
+2.574800E-02,+5.040000E+00,-6.900000E-02,+2.316000E+00
+2.575200E-02,+5.040000E+00,-6.900000E-02,+2.312000E+00
+2.575600E-02,+5.040000E+00,-6.900000E-02,+2.312000E+00
+2.576000E-02,+5.000000E+00,-6.900000E-02,+2.312000E+00
+2.576400E-02,+5.000000E+00,-6.900000E-02,+2.312000E+00
+2.576800E-02,+4.960000E+00,-7.100000E-02,+2.312000E+00
+2.577200E-02,+4.960000E+00,-7.100000E-02,+2.312000E+00
+2.577600E-02,+4.960000E+00,-7.300000E-02,+2.312000E+00
+2.578000E-02,+4.920000E+00,-7.500000E-02,+2.312000E+00
+2.578400E-02,+4.920000E+00,-7.300000E-02,+2.312000E+00
+2.578800E-02,+4.880000E+00,-7.300000E-02,+2.312000E+00
+2.579200E-02,+4.880000E+00,-7.500000E-02,+2.312000E+00
+2.579600E-02,+4.880000E+00,-7.500000E-02,+2.312000E+00
+2.580000E-02,+4.840000E+00,-7.300000E-02,+2.312000E+00
+2.580400E-02,+4.840000E+00,-7.300000E-02,+2.312000E+00
+2.580800E-02,+4.840000E+00,-7.500000E-02,+2.308000E+00
+2.581200E-02,+4.800000E+00,-7.300000E-02,+2.312000E+00
+2.581600E-02,+4.760000E+00,-7.500000E-02,+2.308000E+00
+2.582000E-02,+4.760000E+00,-7.300000E-02,+2.308000E+00
+2.582400E-02,+4.760000E+00,-7.500000E-02,+2.308000E+00
+2.582800E-02,+4.720000E+00,-7.500000E-02,+2.308000E+00
+2.583200E-02,+4.720000E+00,-7.500000E-02,+2.308000E+00
+2.583600E-02,+4.680000E+00,-7.700000E-02,+2.308000E+00
+2.584000E-02,+4.680000E+00,-7.700000E-02,+2.308000E+00
+2.584400E-02,+4.680000E+00,-7.700000E-02,+2.308000E+00
+2.584800E-02,+4.640000E+00,-7.700000E-02,+2.308000E+00
+2.585200E-02,+4.600000E+00,-7.700000E-02,+2.304000E+00
+2.585600E-02,+4.600000E+00,-7.700000E-02,+2.304000E+00
+2.586000E-02,+4.600000E+00,-7.700000E-02,+2.304000E+00
+2.586400E-02,+4.560000E+00,-7.900000E-02,+2.304000E+00
+2.586800E-02,+4.560000E+00,-7.900000E-02,+2.304000E+00
+2.587200E-02,+4.520000E+00,-7.700000E-02,+2.304000E+00
+2.587600E-02,+4.520000E+00,-8.100000E-02,+2.304000E+00
+2.588000E-02,+4.480000E+00,-7.900000E-02,+2.304000E+00
+2.588400E-02,+4.480000E+00,-8.100000E-02,+2.304000E+00
+2.588800E-02,+4.440000E+00,-8.100000E-02,+2.304000E+00
+2.589200E-02,+4.400000E+00,-8.100000E-02,+2.304000E+00
+2.589600E-02,+4.400000E+00,-8.100000E-02,+2.304000E+00
+2.590000E-02,+4.360000E+00,-8.300000E-02,+2.300000E+00
+2.590400E-02,+4.360000E+00,-8.300000E-02,+2.300000E+00
+2.590800E-02,+4.280000E+00,-8.500000E-02,+2.300000E+00
+2.591200E-02,+4.320000E+00,-8.300000E-02,+2.300000E+00
+2.591600E-02,+4.320000E+00,-8.300000E-02,+2.300000E+00
+2.592000E-02,+4.280000E+00,-8.500000E-02,+2.300000E+00
+2.592400E-02,+4.240000E+00,-8.300000E-02,+2.300000E+00
+2.592800E-02,+4.240000E+00,-8.300000E-02,+2.300000E+00
+2.593200E-02,+4.240000E+00,-8.500000E-02,+2.300000E+00
+2.593600E-02,+4.160000E+00,-8.700000E-02,+2.300000E+00
+2.594000E-02,+4.160000E+00,-8.500000E-02,+2.300000E+00
+2.594400E-02,+4.160000E+00,-8.500000E-02,+2.296000E+00
+2.594800E-02,+4.120000E+00,-8.500000E-02,+2.296000E+00
+2.595200E-02,+4.080000E+00,-8.900000E-02,+2.296000E+00
+2.595600E-02,+4.040000E+00,-8.700000E-02,+2.296000E+00
+2.596000E-02,+4.040000E+00,-8.700000E-02,+2.296000E+00
+2.596400E-02,+4.000000E+00,-8.900000E-02,+2.296000E+00
+2.596800E-02,+4.000000E+00,-8.700000E-02,+2.296000E+00
+2.597200E-02,+4.000000E+00,-8.700000E-02,+2.296000E+00
+2.597600E-02,+3.960000E+00,-8.700000E-02,+2.296000E+00
+2.598000E-02,+3.920000E+00,-8.900000E-02,+2.296000E+00
+2.598400E-02,+3.880000E+00,-8.900000E-02,+2.296000E+00
+2.598800E-02,+3.880000E+00,-8.900000E-02,+2.292000E+00
+2.599200E-02,+3.840000E+00,-8.900000E-02,+2.292000E+00
+2.599600E-02,+3.840000E+00,-9.100000E-02,+2.292000E+00
+2.600000E-02,+3.840000E+00,-9.300000E-02,+2.292000E+00
+2.600400E-02,+3.800000E+00,-9.100000E-02,+2.292000E+00
+2.600800E-02,+3.800000E+00,-9.100000E-02,+2.292000E+00
+2.601200E-02,+3.720000E+00,-9.100000E-02,+2.292000E+00
+2.601600E-02,+3.720000E+00,-9.100000E-02,+2.292000E+00
+2.602000E-02,+3.680000E+00,-9.100000E-02,+2.292000E+00
+2.602400E-02,+3.680000E+00,-9.300000E-02,+2.292000E+00
+2.602800E-02,+3.680000E+00,-9.300000E-02,+2.292000E+00
+2.603200E-02,+3.600000E+00,-9.500000E-02,+2.292000E+00
+2.603600E-02,+3.600000E+00,-9.300000E-02,+2.292000E+00
+2.604000E-02,+3.560000E+00,-9.500000E-02,+2.288000E+00
+2.604400E-02,+3.560000E+00,-9.300000E-02,+2.288000E+00
+2.604800E-02,+3.520000E+00,-9.500000E-02,+2.288000E+00
+2.605200E-02,+3.520000E+00,-9.300000E-02,+2.288000E+00
+2.605600E-02,+3.480000E+00,-9.500000E-02,+2.288000E+00
+2.606000E-02,+3.480000E+00,-9.500000E-02,+2.288000E+00
+2.606400E-02,+3.440000E+00,-9.500000E-02,+2.288000E+00
+2.606800E-02,+3.400000E+00,-9.500000E-02,+2.288000E+00
+2.607200E-02,+3.400000E+00,-9.500000E-02,+2.288000E+00
+2.607600E-02,+3.360000E+00,-9.500000E-02,+2.288000E+00
+2.608000E-02,+3.360000E+00,-9.500000E-02,+2.288000E+00
+2.608400E-02,+3.360000E+00,-9.700000E-02,+2.288000E+00
+2.608800E-02,+3.360000E+00,-9.700000E-02,+2.288000E+00
+2.609200E-02,+3.280000E+00,-9.700000E-02,+2.288000E+00
+2.609600E-02,+3.240000E+00,-9.700000E-02,+2.284000E+00
+2.610000E-02,+3.240000E+00,-9.700000E-02,+2.288000E+00
+2.610400E-02,+3.200000E+00,-9.900000E-02,+2.284000E+00
+2.610800E-02,+3.160000E+00,-9.900000E-02,+2.284000E+00
+2.611200E-02,+3.160000E+00,-9.900000E-02,+2.284000E+00
+2.611600E-02,+3.120000E+00,-9.900000E-02,+2.284000E+00
+2.612000E-02,+3.120000E+00,-1.010000E-01,+2.284000E+00
+2.612400E-02,+3.080000E+00,-1.010000E-01,+2.284000E+00
+2.612800E-02,+3.080000E+00,-9.900000E-02,+2.284000E+00
+2.613200E-02,+3.080000E+00,-1.010000E-01,+2.284000E+00
+2.613600E-02,+3.000000E+00,-1.010000E-01,+2.284000E+00
+2.614000E-02,+3.000000E+00,-1.010000E-01,+2.284000E+00
+2.614400E-02,+2.960000E+00,-9.900000E-02,+2.284000E+00
+2.614800E-02,+3.000000E+00,-1.010000E-01,+2.284000E+00
+2.615200E-02,+2.920000E+00,-1.010000E-01,+2.284000E+00
+2.615600E-02,+2.920000E+00,-1.010000E-01,+2.284000E+00
+2.616000E-02,+2.920000E+00,-1.010000E-01,+2.284000E+00
+2.616400E-02,+2.920000E+00,-9.900000E-02,+2.284000E+00
+2.616800E-02,+2.840000E+00,-1.030000E-01,+2.284000E+00
+2.617200E-02,+2.800000E+00,-1.010000E-01,+2.284000E+00
+2.617600E-02,+2.800000E+00,-1.010000E-01,+2.284000E+00
+2.618000E-02,+2.800000E+00,-1.010000E-01,+2.284000E+00
+2.618400E-02,+2.800000E+00,-1.030000E-01,+2.280000E+00
+2.618800E-02,+2.720000E+00,-1.010000E-01,+2.280000E+00
+2.619200E-02,+2.680000E+00,-1.030000E-01,+2.280000E+00
+2.619600E-02,+2.720000E+00,-1.030000E-01,+2.280000E+00
+2.620000E-02,+2.640000E+00,-1.030000E-01,+2.280000E+00
+2.620400E-02,+2.680000E+00,-1.030000E-01,+2.280000E+00
+2.620800E-02,+2.600000E+00,-1.030000E-01,+2.280000E+00
+2.621200E-02,+2.640000E+00,-1.030000E-01,+2.280000E+00
+2.621600E-02,+2.560000E+00,-1.030000E-01,+2.280000E+00
+2.622000E-02,+2.560000E+00,-1.030000E-01,+2.280000E+00
+2.622400E-02,+2.560000E+00,-1.030000E-01,+2.280000E+00
+2.622800E-02,+2.560000E+00,-1.050000E-01,+2.280000E+00
+2.623200E-02,+2.520000E+00,-1.030000E-01,+2.280000E+00
+2.623600E-02,+2.480000E+00,-1.030000E-01,+2.280000E+00
+2.624000E-02,+2.440000E+00,-1.030000E-01,+2.280000E+00
+2.624400E-02,+2.480000E+00,-1.030000E-01,+2.280000E+00
+2.624800E-02,+2.400000E+00,-1.010000E-01,+2.280000E+00
+2.625200E-02,+2.400000E+00,-1.030000E-01,+2.280000E+00
+2.625600E-02,+2.440000E+00,-1.030000E-01,+2.280000E+00
+2.626000E-02,+2.360000E+00,-1.030000E-01,+2.280000E+00
+2.626400E-02,+2.320000E+00,-1.030000E-01,+2.280000E+00
+2.626800E-02,+2.320000E+00,-1.030000E-01,+2.280000E+00
+2.627200E-02,+2.280000E+00,-1.030000E-01,+2.280000E+00
+2.627600E-02,+2.320000E+00,-1.030000E-01,+2.280000E+00
+2.628000E-02,+2.320000E+00,-1.050000E-01,+2.280000E+00
+2.628400E-02,+2.240000E+00,-1.030000E-01,+2.280000E+00
+2.628800E-02,+2.240000E+00,-1.050000E-01,+2.280000E+00
+2.629200E-02,+2.200000E+00,-1.030000E-01,+2.280000E+00
+2.629600E-02,+2.240000E+00,-1.030000E-01,+2.280000E+00
+2.630000E-02,+2.200000E+00,-1.030000E-01,+2.280000E+00
+2.630400E-02,+2.160000E+00,-1.010000E-01,+2.280000E+00
+2.630800E-02,+2.200000E+00,-1.010000E-01,+2.280000E+00
+2.631200E-02,+2.160000E+00,-1.010000E-01,+2.280000E+00
+2.631600E-02,+2.160000E+00,-1.010000E-01,+2.284000E+00
+2.632000E-02,+2.120000E+00,-1.010000E-01,+2.280000E+00
+2.632400E-02,+2.160000E+00,-1.010000E-01,+2.284000E+00
+2.632800E-02,+2.120000E+00,-1.030000E-01,+2.284000E+00
+2.633200E-02,+2.080000E+00,-1.010000E-01,+2.284000E+00
+2.633600E-02,+2.080000E+00,-1.010000E-01,+2.284000E+00
+2.634000E-02,+2.080000E+00,-1.010000E-01,+2.284000E+00
+2.634400E-02,+2.080000E+00,-1.010000E-01,+2.284000E+00
+2.634800E-02,+2.040000E+00,-1.010000E-01,+2.284000E+00
+2.635200E-02,+2.000000E+00,-1.010000E-01,+2.284000E+00
+2.635600E-02,+2.000000E+00,-9.900000E-02,+2.284000E+00
+2.636000E-02,+2.000000E+00,-9.900000E-02,+2.284000E+00
+2.636400E-02,+2.000000E+00,-9.900000E-02,+2.284000E+00
+2.636800E-02,+1.960000E+00,-9.700000E-02,+2.284000E+00
+2.637200E-02,+1.960000E+00,-1.010000E-01,+2.284000E+00
+2.637600E-02,+1.920000E+00,-9.900000E-02,+2.284000E+00
+2.638000E-02,+2.000000E+00,-1.010000E-01,+2.284000E+00
+2.638400E-02,+1.920000E+00,-9.700000E-02,+2.284000E+00
+2.638800E-02,+1.960000E+00,-9.900000E-02,+2.284000E+00
+2.639200E-02,+1.920000E+00,-9.700000E-02,+2.288000E+00
+2.639600E-02,+1.920000E+00,-9.700000E-02,+2.288000E+00
+2.640000E-02,+1.920000E+00,-9.500000E-02,+2.288000E+00
+2.640400E-02,+1.880000E+00,-9.700000E-02,+2.288000E+00
+2.640800E-02,+1.920000E+00,-9.300000E-02,+2.288000E+00
+2.641200E-02,+1.920000E+00,-9.300000E-02,+2.288000E+00
+2.641600E-02,+1.880000E+00,-9.300000E-02,+2.292000E+00
+2.642000E-02,+1.840000E+00,-9.300000E-02,+2.292000E+00
+2.642400E-02,+1.840000E+00,-9.100000E-02,+2.292000E+00
+2.642800E-02,+1.880000E+00,-9.300000E-02,+2.292000E+00
+2.643200E-02,+1.840000E+00,-9.300000E-02,+2.292000E+00
+2.643600E-02,+1.880000E+00,-8.900000E-02,+2.296000E+00
+2.644000E-02,+1.800000E+00,-8.900000E-02,+2.296000E+00
+2.644400E-02,+1.800000E+00,-8.700000E-02,+2.296000E+00
+2.644800E-02,+1.800000E+00,-8.700000E-02,+2.296000E+00
+2.645200E-02,+1.800000E+00,-8.700000E-02,+2.296000E+00
+2.645600E-02,+1.800000E+00,-8.500000E-02,+2.296000E+00
+2.646000E-02,+1.840000E+00,-8.500000E-02,+2.300000E+00
+2.646400E-02,+1.800000E+00,-8.500000E-02,+2.300000E+00
+2.646800E-02,+1.800000E+00,-8.300000E-02,+2.300000E+00
+2.647200E-02,+1.800000E+00,-8.300000E-02,+2.300000E+00
+2.647600E-02,+1.760000E+00,-8.100000E-02,+2.300000E+00
+2.648000E-02,+1.800000E+00,-8.100000E-02,+2.304000E+00
+2.648400E-02,+1.800000E+00,-8.100000E-02,+2.304000E+00
+2.648800E-02,+1.800000E+00,-8.100000E-02,+2.304000E+00
+2.649200E-02,+1.760000E+00,-7.900000E-02,+2.304000E+00
+2.649600E-02,+1.760000E+00,-7.900000E-02,+2.304000E+00
+2.650000E-02,+1.800000E+00,-7.900000E-02,+2.304000E+00
+2.650400E-02,+1.800000E+00,-7.900000E-02,+2.304000E+00
+2.650800E-02,+1.760000E+00,-8.100000E-02,+2.304000E+00
+2.651200E-02,+1.760000E+00,-8.100000E-02,+2.304000E+00
+2.651600E-02,+1.800000E+00,-8.100000E-02,+2.304000E+00
+2.652000E-02,+1.800000E+00,-8.100000E-02,+2.304000E+00
+2.652400E-02,+1.760000E+00,-8.100000E-02,+2.304000E+00
+2.652800E-02,+1.800000E+00,-7.900000E-02,+2.304000E+00
+2.653200E-02,+1.760000E+00,-7.900000E-02,+2.304000E+00
+2.653600E-02,+1.760000E+00,-8.300000E-02,+2.300000E+00
+2.654000E-02,+1.800000E+00,-8.100000E-02,+2.300000E+00
+2.654400E-02,+1.800000E+00,-8.500000E-02,+2.300000E+00
+2.654800E-02,+1.760000E+00,-8.300000E-02,+2.300000E+00
+2.655200E-02,+1.800000E+00,-8.300000E-02,+2.300000E+00
+2.655600E-02,+1.840000E+00,-8.300000E-02,+2.300000E+00
+2.656000E-02,+1.840000E+00,-8.500000E-02,+2.300000E+00
+2.656400E-02,+1.840000E+00,-8.500000E-02,+2.300000E+00
+2.656800E-02,+1.800000E+00,-8.500000E-02,+2.296000E+00
+2.657200E-02,+1.840000E+00,-8.500000E-02,+2.296000E+00
+2.657600E-02,+1.840000E+00,-8.700000E-02,+2.296000E+00
+2.658000E-02,+1.880000E+00,-8.700000E-02,+2.296000E+00
+2.658400E-02,+1.840000E+00,-8.700000E-02,+2.296000E+00
+2.658800E-02,+1.880000E+00,-8.900000E-02,+2.296000E+00
+2.659200E-02,+1.880000E+00,-8.900000E-02,+2.292000E+00
+2.659600E-02,+1.880000E+00,-8.900000E-02,+2.292000E+00
+2.660000E-02,+1.840000E+00,-9.100000E-02,+2.292000E+00
+2.660400E-02,+1.840000E+00,-9.100000E-02,+2.292000E+00
+2.660800E-02,+1.920000E+00,-9.100000E-02,+2.292000E+00
+2.661200E-02,+1.880000E+00,-9.100000E-02,+2.292000E+00
+2.661600E-02,+1.920000E+00,-9.300000E-02,+2.292000E+00
+2.662000E-02,+1.880000E+00,-9.300000E-02,+2.292000E+00
+2.662400E-02,+1.920000E+00,-9.300000E-02,+2.292000E+00
+2.662800E-02,+1.920000E+00,-9.300000E-02,+2.292000E+00
+2.663200E-02,+1.960000E+00,-9.300000E-02,+2.292000E+00
+2.663600E-02,+1.920000E+00,-9.300000E-02,+2.288000E+00
+2.664000E-02,+1.960000E+00,-9.300000E-02,+2.292000E+00
+2.664400E-02,+1.960000E+00,-9.300000E-02,+2.288000E+00
+2.664800E-02,+2.000000E+00,-9.300000E-02,+2.288000E+00
+2.665200E-02,+2.000000E+00,-9.500000E-02,+2.288000E+00
+2.665600E-02,+2.000000E+00,-9.300000E-02,+2.288000E+00
+2.666000E-02,+2.040000E+00,-9.500000E-02,+2.292000E+00
+2.666400E-02,+2.000000E+00,-9.300000E-02,+2.288000E+00
+2.666800E-02,+2.040000E+00,-9.300000E-02,+2.292000E+00
+2.667200E-02,+2.040000E+00,-9.300000E-02,+2.292000E+00
+2.667600E-02,+2.040000E+00,-9.500000E-02,+2.288000E+00
+2.668000E-02,+2.080000E+00,-9.300000E-02,+2.288000E+00
+2.668400E-02,+2.080000E+00,-9.300000E-02,+2.292000E+00
+2.668800E-02,+2.080000E+00,-9.300000E-02,+2.292000E+00
+2.669200E-02,+2.120000E+00,-9.300000E-02,+2.292000E+00
+2.669600E-02,+2.120000E+00,-9.300000E-02,+2.292000E+00
+2.670000E-02,+2.160000E+00,-9.300000E-02,+2.288000E+00
+2.670400E-02,+2.160000E+00,-9.300000E-02,+2.288000E+00
+2.670800E-02,+2.160000E+00,-9.300000E-02,+2.292000E+00
+2.671200E-02,+2.160000E+00,-9.300000E-02,+2.288000E+00
+2.671600E-02,+2.200000E+00,-9.300000E-02,+2.292000E+00
+2.672000E-02,+2.200000E+00,-9.100000E-02,+2.292000E+00
+2.672400E-02,+2.280000E+00,-9.300000E-02,+2.292000E+00
+2.672800E-02,+2.240000E+00,-9.300000E-02,+2.292000E+00
+2.673200E-02,+2.320000E+00,-9.300000E-02,+2.292000E+00
+2.673600E-02,+2.280000E+00,-9.100000E-02,+2.292000E+00
+2.674000E-02,+2.360000E+00,-9.100000E-02,+2.292000E+00
+2.674400E-02,+2.320000E+00,-9.100000E-02,+2.292000E+00
+2.674800E-02,+2.360000E+00,-9.100000E-02,+2.292000E+00
+2.675200E-02,+2.360000E+00,-9.100000E-02,+2.292000E+00
+2.675600E-02,+2.400000E+00,-9.100000E-02,+2.292000E+00
+2.676000E-02,+2.400000E+00,-9.100000E-02,+2.292000E+00
+2.676400E-02,+2.480000E+00,-9.100000E-02,+2.292000E+00
+2.676800E-02,+2.480000E+00,-9.100000E-02,+2.292000E+00
+2.677200E-02,+2.440000E+00,-8.900000E-02,+2.292000E+00
+2.677600E-02,+2.480000E+00,-9.300000E-02,+2.292000E+00
+2.678000E-02,+2.480000E+00,-8.900000E-02,+2.292000E+00
+2.678400E-02,+2.520000E+00,-8.900000E-02,+2.292000E+00
+2.678800E-02,+2.520000E+00,-9.100000E-02,+2.296000E+00
+2.679200E-02,+2.560000E+00,-8.900000E-02,+2.296000E+00
+2.679600E-02,+2.640000E+00,-8.900000E-02,+2.296000E+00
+2.680000E-02,+2.600000E+00,-8.700000E-02,+2.296000E+00
+2.680400E-02,+2.600000E+00,-8.900000E-02,+2.296000E+00
+2.680800E-02,+2.640000E+00,-8.700000E-02,+2.296000E+00
+2.681200E-02,+2.680000E+00,-8.700000E-02,+2.296000E+00
+2.681600E-02,+2.720000E+00,-8.900000E-02,+2.296000E+00
+2.682000E-02,+2.720000E+00,-8.700000E-02,+2.296000E+00
+2.682400E-02,+2.720000E+00,-8.500000E-02,+2.296000E+00
+2.682800E-02,+2.760000E+00,-8.700000E-02,+2.296000E+00
+2.683200E-02,+2.800000E+00,-8.700000E-02,+2.296000E+00
+2.683600E-02,+2.800000E+00,-8.500000E-02,+2.300000E+00
+2.684000E-02,+2.880000E+00,-8.500000E-02,+2.300000E+00
+2.684400E-02,+2.840000E+00,-8.700000E-02,+2.300000E+00
+2.684800E-02,+2.880000E+00,-8.300000E-02,+2.300000E+00
+2.685200E-02,+2.920000E+00,-8.500000E-02,+2.300000E+00
+2.685600E-02,+2.920000E+00,-8.500000E-02,+2.300000E+00
+2.686000E-02,+2.960000E+00,-8.300000E-02,+2.300000E+00
+2.686400E-02,+3.000000E+00,-8.300000E-02,+2.300000E+00
+2.686800E-02,+3.000000E+00,-8.300000E-02,+2.300000E+00
+2.687200E-02,+3.000000E+00,-8.100000E-02,+2.300000E+00
+2.687600E-02,+3.040000E+00,-8.100000E-02,+2.300000E+00
+2.688000E-02,+3.040000E+00,-8.100000E-02,+2.300000E+00
+2.688400E-02,+3.080000E+00,-8.100000E-02,+2.300000E+00
+2.688800E-02,+3.120000E+00,-8.100000E-02,+2.300000E+00
+2.689200E-02,+3.120000E+00,-8.300000E-02,+2.304000E+00
+2.689600E-02,+3.200000E+00,-8.100000E-02,+2.304000E+00
+2.690000E-02,+3.200000E+00,-7.900000E-02,+2.304000E+00
+2.690400E-02,+3.240000E+00,-8.100000E-02,+2.304000E+00
+2.690800E-02,+3.280000E+00,-8.100000E-02,+2.304000E+00
+2.691200E-02,+3.280000E+00,-7.900000E-02,+2.304000E+00
+2.691600E-02,+3.280000E+00,-7.900000E-02,+2.304000E+00
